stop_id,stop_name,stop_lat,stop_lon,stop_url,location_type
5044,150495,-7.872316667499233,-34.901683333298195,https://virtual.granderecife.pe.gov.br/rumo/paradas/?codigo-parada=150495,0
5047,150498,-7.7478883369273195,-34.93706684616426,https://virtual.granderecife.pe.gov.br/rumo/paradas/?codigo-parada=150498,0
5048,150499,-7.748652778572577,-34.937027777737924,https://virtual.granderecife.pe.gov.br/rumo/paradas/?codigo-parada=150499,0
5050,150504,-7.81470000081482,-34.91836111107382,https://virtual.granderecife.pe.gov.br/rumo/paradas/?codigo-parada=150504,0
5051,150505,-7.7682305563564205,-34.83464999997195,https://virtual.granderecife.pe.gov.br/rumo/paradas/?codigo-parada=150505,0
5052,150506,-7.766180556355791,-34.83236388886107,https://virtual.granderecife.pe.gov.br/rumo/paradas/?codigo-parada=150506,0
5053,150507,-7.763833334132868,-34.83064999997235,https://virtual.granderecife.pe.gov.br/rumo/paradas/?codigo-parada=150507,0
5054,150508,-7.761319445243223,-34.829452777750234,https://virtual.granderecife.pe.gov.br/rumo/paradas/?codigo-parada=150508,0
5055,150509,-7.758072223020035,-34.82725555552822,https://virtual.granderecife.pe.gov.br/rumo/paradas/?codigo-parada=150509,0
5056,150510,-7.7548388896857245,-34.82573611108391,https://virtual.granderecife.pe.gov.br/rumo/paradas/?codigo-parada=150510,0
5057,150511,-7.751216667462414,-34.825041666639535,https://virtual.granderecife.pe.gov.br/rumo/paradas/?codigo-parada=150511,0
5058,150550,-7.74985277857312,-34.82481944441734,https://virtual.granderecife.pe.gov.br/rumo/paradas/?codigo-parada=150550,0
5060,150514,-7.744817965990026,-34.82382516647668,https://virtual.granderecife.pe.gov.br/rumo/paradas/?codigo-parada=150514,0
5061,150515,-7.742563889682029,-34.82442222219514,https://virtual.granderecife.pe.gov.br/rumo/paradas/?codigo-parada=150515,0
5062,150517,-7.7385444452363865,-34.82489166663953,https://virtual.granderecife.pe.gov.br/rumo/paradas/?codigo-parada=150517,0
5063,150516,-7.735355556346557,-34.82691666663932,https://virtual.granderecife.pe.gov.br/rumo/paradas/?codigo-parada=150516,0
